"","Username","Tweet","V1"
"135","RikDaddy","had a dream that slack mickeefree and i were looking for a basketball court late friday night then i brought two left shoes perhaps it was the druids mystery of ft crop circle within yards of stonehenge nothing is softer than using your own hands rt adachang thinking about carrying a roll of tp to combat the course single ply rt redbull in a thousand years from now archaeologists will dig up tanning beds and think we fried people as punishment why are there codes of conduct for facebook twitter if people don t like what you re writing posting they have the option not to read it something you never thought a porn star would say lol rt teannakailive at the gym working on legs make me wants to crap in my pants park my car and walk carmageddon rt flexalite it s friday what are your weekend automotive plans rt tomotake video team nike highlight reel what if they don t finish all the work that needs to be done on the in two days shit goes wrong you know carmageddon sun is coming out damnit why did i wear a long sleeve shirt driftermama i keep it old school aol or my own domain e mail addresses therealburbz i would think they d get some kickbacks for lagging thrustimpact i ll be ok if i just stay inside all day lol driftermama oh yeah then that s definitely a problem lol therealburbz the way this weather is you never know jenlove make kidclipper work out with you too i didn t know there were that many harry potter movies what are they on now like so if we set up job interviews for chuspkg and the people can t make it at that time should we just tell them to f off clipsgirl just going to stay inside ahmong clipsgirl i ve seen two of them i think but i can barely remember what happened olivia wilde needs to be in them","not anxious"
"136","rileysutton","nashty rt shairrar hobobobo if you say totes we can t be friends acceptable only if quoting i love you man shairrar thingsthatmakemehappy rt shairrar mentionadateyoullneverforget you are always a princess to me just like pocahontas rt davis neeper that moment when you run into your roommate on campus and ppl stare at u like why did that guy on the bike swerve to rt fun a person who is nice to you but rude to the waiter is not a nice person rt shairrar i haven t had anything to eat yet except for a handful of marshmallows the little ones not even the big ones it s days like today that make me wonder why i even try to play basketball anymore layupsarehard shairrar i know this is silly since you ll be off work soon but i miss you dippindan stupid nets rt msnyder oklahoma state is trending right now missionaccomplished rt ry s serious suck it ku rt jerrodynamic i wish monday were a person so i could fight that nigga rt paxtonbiggs i think alex smith is happier than ray lewis rt okstateperks kanye walks in and turns off the lights i m sorry baltimore i m gonna let you finish but beyonce had the best perfor rt alexbudke every class i ve been in uses times new roman but none of my computers default to that why rt emilydyer i can t wait until i don t ever have to use a scantron ever again rt shairrar our seats might as well be assigned bc we sit in the same ones everyday don t take my seat seriously what is wrong with rt ry s serious seriously o colly the only reason people get a paper is to rip it up at the basketball games your journalism is bad when your girlfriend goes to shoot hoops with you gt gt gt gt gt gt gt gt gt","not anxious"
"137","RLBriley","been back in school for a about weeks i already need a break today is a friday good three day weekend great the best thing about a day off is actually the night before knowing you can sleep in just adds to the enjoyment congratulations to the nshs football team on their victory last night for the year great job next week beech at ns not feeling my best today need to rest but no time to do it rt therealbuzz my new book mission to mars is available for pre order on it s my vision for space exploration home from the doctor no flu but a bad case of the crud hope my prescriptions do the trick beech just won the a football championship that is the only team that beat north side this year not bad nshs rt openculture why i love twitter and barely tolerate facebook by mathowie still not feeling good time for the antibiotics to kick in any minute now is alabama about to loose the sec championship to georgia poor clock management by georgia it s alabama v notre dame in the national championship traditional programs hope it s entertaining the flu is epidemic so far no one in my household has gotten it fingers are crossed that my flu shot works rt davidsdockery cslewisdaily the task of the modern educator is not to cut down jungles but to irrigate deserts c s lewis h wonder what people were thinking years ago today well dallas is still in the playoff mix with a win today against the bengals barely in the mix rt halmccoy reds report reds tribe in trade talks remember to celebrate the date and time tomorrow at at thursday the th just doesn t have the umph of friday the th now does it","not anxious"
"138","ScottPaterno","i love how a peak of is described as several hundred earlier in the story occupyharrisbug please katyabram scottfmartin let me see you just ran miles and i was online odds are you are riper than i congrats and a good cause mistartuplawyer done thanks i ran against reptimholden and i still find those nrdc ads over the top and full of falsehoods drewrit uh we need to get excited because we are aging love it samyoungman a lot of hints on wh conf call today that potus s bus trip will see him aligning himself more clearly with ows so tigers lions and wolverines lose this weekend ouch detroit i guess msu has a lot of fans today mistartuplawyer i am leaning that way i am in the car so much that the siri might be worth the freight hell you are almost in murtha land the capital of it all thefix currently driving on the bud shuster bypass ah the days of pork rt jonahnro woops sorry hit send too soon i think obama s incoherent and hypocritical on fp but he s right to help stop lra scottfmartin buchignani thefix little known fact murtha airport has one of the worlds best air traffic towers is it me or odd that mcdonalds is running an ad campaign about winning with michelle wie and lebron james who s next mcnabb rt mtgrove i bet this is true i need to get my share of cookies occupy sesame street ows deanouellette really of course i realized that it s still stupid it would be like tiger woods selling family values this is worth watching there are ideas and frustration here that matters deanouellette scottpaterno deanouellette there is some truth to that at least at the edges we do need a common purpose as a nation or we will tear ourselves apart very interesting take rt fivethirtyeight new article the geography of occupying wall street and everywhere else samyoungman btw since penn state hoops is against kentucky just saying gary johnson s moment gallupnews record high of americans favor legalizing marijuana use marijuana gallup matthewberrytmr uh barrel guy at the bill","not anxious"
"139","seanagnew","nope you re it rt ohconservatism is there a top ohio twitter people list happy th birthday mtv kurt loder llskygirl lemme guess spring break rt jamiedupree tea party favorite rep allen west r fl says he will vote for debt limit plan mattdeluca oh don t worry that drum has already been beating idiots diggrbiii that was a great tweet too nice work i ll pass on the sugar coated satan sandwich today five guys burgers and fries rt lisadcnn big change sen joe manchin d wv who said he opposed boehner and reid now on board the compromise bill i m seeing a pattern here with joe manchin no commitment until there s a compromise on every issue jellyfish i ll take cuts in my direction did we get no but it s better than zero we re going in our direction paul ryan flfusionista then you could mark what stops are closest to all of your rinocon friends newtone mt stephenfhayes disgraceful mt politico biden accuses tea party of having acted like terrorists in debt limit fight chrome gt firefox rt davidhauptmann oh good time for my daily firefox crash seanhackbarth she sells sanctuary happy anniversary glenasbury rt danielawetter alert gabby giffords is in washington tonight for this vote rt taxplaya the budget control act will bring discretionary spending down from today to in big win right there emotional return of rep giffords but before that lets thank the pages rt rep giffords the capitol looks beautiful and i am honored to be at work tonight danielwanke its always for the kid","not anxious"
"140","SEOAware","rt seomoz using trello for seo success new youmoz from jasonclicky pointblankseo youtube mattcutts video should i use the vary http header on urls that redirect based on user ag knowing when you can t win with rankings what you can do by me via copypress outstanding rt raventools taking the long view socialmedia s real roi by portentint portentint there is a tag strictly for your name in my evernote collection of great articles mattcutts answers what kind of t shirt do you wear eddiebauer check this out google how google decides what to know in knowledge graph results bill slawski the secret recipe for viral content marketing success via seomoz by kelseylibert portentint you are cuz you write awesome stuff i am going to need major caffeine today and i need some strategery content isn t king trust is king gidgetthegeek bgardner ohhhh sounds interesting nice gt how to do an seo site audit like a boss via raventools gidgetthegeek give it some time and congrats susanedub congrats see you there bring shorts tallchickvic aschottmuller jennita id self hosted wordpress websites a few seo do s and don ts by slobodanmanic via sejournal kirstenwright i saw z but most of my uk friends use s sugarrae hey i sent you an email","not anxious"
"141","shelbyyjohnson","jakeunderscoref faylynnmayy yes i saw leo and ryan and i was just so very celebstruck i thought i must be dreaming laurengustaf i feel ya lady friend learning sign language with jakepradko the agency jakepradko shelbyyjohnson precisely dianeverrier you re stupid i hate you and you re stupid hhahaha i m dying joefic i feel ya joey rt itssylviaplath why can t i try on different lives like dresses to see which fits best and is most becoming faylynnmayy i m a radical thinker i thrive off of awkward situations and spontaneity is my lifeblood comeatme same here sister am i too young to be considering retirement frank ocean thinkin bout you snl loving this so bad lately joefic absolutely cfelttheboss sounds wonderful to me rt itssylviaplath she stared at her reflection in the glossed shop windows as if to make sure moment by moment that she continued to lsummerville ledia oh how i miss you f a c e s the johnson household happy galentines day jakeunderscoref rt jakern do i dare disturb the universe t s eliot the love song of j alfred prufrock i would much rather have candybelly over hungrybelly rt jakern people will say ohhhh i ve been struck by cupid s sparrow so yeah michael gary scott the office","not anxious"
"142","stefsstuff","susand and gwb didn t pay for either wars in fact he didn t even put them on the books president obama added them debt ohbamamama and don t forget about the unpaid for prescription drug plan and now gop wants gwb tax cuts xtended amp still don t want to pay ohbamamama but anything the pres wants gop insists that he pay for it and they are happy to comply by cutting social programs susand oh yeah ron paul just talks about a free for all lifestyle ur on ur own do whatever u want somalia redux speakerboehner worstspeakerever plz tell kathymcmorrisrogers that we as women are not buying her stepford wife lies stop waronwomen rt mamaobama kathy mcmorris rogers is a liar amp a traitor her gender i d like opportunity to talk to her face to face about her lies mamaobama kathymcmorrisrogers is just doing speakerboehner worstspeakerever s dirty work stepfordwives gop women slk darimd learn something maddow slk darimd well that s why he s not my boss anymore but you are still factually wrong sorry but it s the truth maddow donjuanw mamaobama did u c mcmorris rogers face when maddow reminded her her face how she voted priceless sat there dumbfounded rt slk stefsstuff darimd maddow employers protecting themselves against maternity leave sick days emotional break downs etc rt slk stefsstuff darimd maddow wow ur braindead using misleading stats to support her narrative and morons like u buy every s rt slk stefsstuff darimd maddow if i had a talk show msnbc should i make the same as maddow nope whoever has higher ratings sho rt slk stefsstuff darimd maddow the indusutry i work in deals with ppl s wages all day no matter gender those who do better wo mamaobama donjuanw and then mcmorris goes out there amp parrots same lies that castellanos said luntztalkingpoints maddow edshow plz allow your guests to answer your questions without interupting either give them more time or don t ask stingo she s definately on a tight leash speakerboehner donjuanw mamaobama shocking that frankluntz was the that called that treasonous meet on inaugeral nite on how break pres maddow topjimmy thales lol it s always rushed ed thinks his voice is more important than person he s interviewing i want interv challenged slk i actually rt ur tweets so twitterworld could witness your idiocy but your welcome anytime","anxious"
"143","stewardsfolly","huge huge two out two strike hit by crawford sabean says he s a future star i agree close now porcello up in the pen for the tigers vogelsong looks totally in his element calm focused dealing good luck detroit rt jonmorosi tigers never trailed in alcs they haven t taken a lead in the world series fox weary of the world series spending this inning shilling for taco bell jengreenfield trailing no they were into it before the first inning double play though tigers finally get a little giants luck fisted single bleeder single and then a second killer double play with cabrera on deck ouch here comes the heart of the giants order blanco crawford hector sanchez should have lincecum throw pitches on the side to him let himself get beat up a little then go up to hit whatever fox can do to divert away from the actual game hey let s do it next inning discussion whether tony romo sergio romo related here s the game right here for the tigers bases loaded and two out with cabrera up gutty vogelsong ignoring brutal ball call to berry to come back and whiff him then getting overanxious cabrera to chase should be reminded that tigers were shut out just twice in the regular season and four innings from in a row in the series giants need a third run maybe rt mlb pr the sfgiants have not trailed for consecutive innings since losing game of nlcs worldseries to this point prince fielder has been reduced to a fielder timkawakami rattocsn um orioles swept that series timkawakami rattocsn actually orioles had straight shutouts in that series to close it out palmer bunker mcnally rt scottostler and for timmy this is seattle weather vogelsong ip h r bb k and one monstrously significant popup","not anxious"
"144","StrateSQL","reading selecting a processor for sql server sqlserver the sql server mvp daily is out top stories today via sqlbelle midnightdba wayutwest reading using the over clause sqlserver kendra little peschkaj what why would someone do this unless it was a really good burrito reading fix sql server performance issues in numa environments sqlserver reading prepare a new vm for sql server ctp sqlserver i m not saying i hate performancepoint configuration i just wouldn t trust myself with a shiv around it rt jennyjohnsonhi i m sure when steve jobs watched dude where s my car he thought man when i die i sure hope that guy plays me in rt annewheaton awesome kitcameo sharknado vs sharktopus snowflake enough said rt annewheaton wow kitcameo archiemcphee zoomar asked me for horse head mask unicorn mask and unicorn horn for cats mrdenny jdanton i ve noticed this a few times lately a while back my hotspot was more than double client and hotel wifi speed right now i hate database snapshots three hours trying to figure out a date issue and code fixed but not updated in the snapshot rt theonion healthy kale recipes to try this summer lt great list gfritchey now i m even more bummed i m missing that sqlsat gfritchey aschenbrenner are we sure maybe our image of santa is distorted so that klaus can do his good work a little obfuscation reading non clustered indexes on table variables in sql server sqlserver almost vacation time can t wait for the plane to land tomorrow sqlballs run faster we ve sent the killer bees after you save as with o and multiple skydrive accounts is different enough to cause a little confusion gfritchey that s a good read always cool to trace back conditions that contributed to the books like frankenstein","not anxious"
"145","talkingorange","jennatar probably because it only happens to songs that make us feel old rt ishloutyet no someone needs to make the opposite of objectified a film about the atrocious design that surrounds us and insipidly chips away at us nothing is open hungry parking situation tenuous holding car hostage first time in over a decade i m ordering taco bell fuckingla at least they re playing shiny happy people that song actually does make me happy and shiny danshadow i d fucking kill for a food truck right now running man is totally a movie that could be rebooted all awesome in the right hands danshadow grlldcheesetruk i go to food trucks all the time both here and in sf when you re breakin out the motorized jib you know things be gettin real robot hooooouuuuse synth ii synth sinclairwill og battleship on the plane about to head back home shoots are a wrap and this was my last day at naughty dog sadface shawnelliott might as well dismiss gaming as a whole adamsessler doesn t hold a candle to muskrat love aegies mitchyd not enough for you on his own candace walker shawnelliott true but unless you re in a community of gamers yours is the only one that matters work smarter not harder chrismmarino","not anxious"
"146","tejasjulia","if trump gets the gop nomination he may be canonized by the stand up comics guild election whatwouldmollyivinsdo jessestern soccer s only what years old wouldn t that make soccer the new dr who up all night got the pot of chili going on it s next phase helped kid figure out how to cite the constitution in mla style amomswork gemsong i m now working on my kid s computer that she needs to take to school with her today so she can fi cont tingreca lol how s your chili doing i probably need to add some more chili powder to mine too now that i think of it djmicheals fics tingreca tortillas or crackers with chili not bread unless you don t have tortillas or crackers jessestern fingers crossed for brilliant jetgibbs whoo hoo hope the visit goes well djmicheals fics tingreca cornbread with chili is an abomination but i m glad you like it djmicheals fics iamwintermute tingreca i use beans kidney garbanzo pinto rotel onion garlic cayen cont djmicheals fics tingreca i knew you meant with it just no love cornbread but not with chili djmicheals fics tingreca what kind of chip dip love a good frito pie djmicheals fics tingreca ah don t allow sour cream in my house lol djmicheals fics tingreca cornbread and stew is one of my favorite meals mm haven t made stew in a while i think it s time iamwintermute djmicheals fics tingreca i deal with the gas inducing properties of beans before i start the chili tingreca iamwintermute djmicheals fics mine too one of these days i ll soak more than i need and freeze the rest for next time tingreca the only place i can tolerate sour cream is in stroganoff which i don t make from scratch and som cont nothing at all like being wide awake at am crashed around and am now wide awake sigh anyone else up didimentioninsomniasucks let s see released the stuck flywheel on my garbage disposal took a stab at fixing the stopper in the bath cont anniebooker i ve got my hair soaking in olive oil and honey and wrapped in a plastic bag for a bit","not anxious"
"147","TerrorBot69","conficker contamination beltran leyva burn sick shooting sinaloa hurricane e coli nuclear facility outbreak national laboratory decapitated magnitude extremism disaster medical assistance team dmat ice sick screening national security","not anxious"
"148","tevet","rt bevphotos seeds in the snow winter nature photography fm mrsshitrit morsemusings maryc bau photoonrg wanderingleo kat white danfmillerart grafikatz imstixy lol i m doing ok making plans for the day rt ali freestone tevet morning sal night sal x beaverbrookes hope your monday is a good one ali freestone o grafikatz o anchortrec welcome ty for rts everyone jamiesonhelen susansdesign lilybeex justbirds billa nadarichards mcar rt campinsanity hello happy hollyhock tis a foggy and warm morning no hike yesterday and can t miss another day outside in this weather so what does nature demand of us awesome soulosphera early to work rt lilybeex blue fly close up nature photo beaverbrookes wow a full day enjoy the bonfire beaverbrookes fireworks that is love fireworks bonfires are good too marking pages in how to rent fire lookouts in pacific northwest some really great ideas for treks to out of the way areas to explore long long road a winding keep up girls birds i need a bigger junk drawer in the kitchen kramerhendricks lol you mean that thing in the bedroom where the door won t close","anxious"
"149","thatonecoolgirl","i ve been sitting in this fucking pharmacy drive thru for at least mins i ve been in the same spot the whole time imnextinlinefuck lets top it off with cranky baby in the backseat why do ppl take fucking forever moveurfuckingass itsfreakinjesus it s difficult carrying logan inside tho haha itsfreakinjesus haha i should ve jesssicaadear ur very welcome enjoy can t wait to get my ipad mini and load that shit up with pictures of logan digitalphotoalbum gb rt h ta the we should fuck each other s mothers we tested our doggy to see what he d do in a situation where the fianc were to attack rape me fianc got on top of me holding me down and whiskey jumped up onto the couch got in between us and laid on me to prevent charlie from getting to me gooddoggy protector lovehim love nat what is wrong with ppl zrollo hahaha he s pretty protective it was the coolest thing rt whattheffacts rolling words is a smokable song book released by snoop dogg printed on rolling paper its pages can be used to m rt whattheffacts having sex in the morning is better than having coffee as it gets the feel good hormones pumping which make it eas retweetspree sexy time a worker at mcdonald s at walmart cut himself pretty bad came out in front of everyone kids and all blood dripping everywhere looking like he was gonna pass out and debating whether or not to call a freaking ambulance took a manager at walmart to finally do it stupidppl my new ipad comes on thursday we got white one for me and the fianc has a black one hisandherminis so it s begun hisandhernikes hahahaha pinkftw won on slots tonight but the fianc lost that much so he gets to keep it ohjoy hahaha babysittingmoney","not anxious"
"150","TheBigRican","time to grow gnight nolanjill happy hump day to you too jdizzledees bodybybeano cameronbodner flex lewis barber roza elliotthetrainr morning brothers blessed day elliotthetrainr doing work brother gotta feed the machine haha cameronbodner thanks coach bigtymer same to u thanks chicknlitle thanks brother jdizzledees thanks bro ifbbprokat amen philheath holy sh and lean ifbbprokat zoilaacevedo amen nolanjill back at ya girl thank you nolanjill vidaguerra your mid back muscles are swole haha jt thanks jt vidaguerra lol you re doing an amazing job at it nats are almost there visualize the win every night u go to bed pro card jt that s what s up jt allfit gym on easter blvd exit jt my boy works at hyundai i think its close here to montgomery","not anxious"
"151","TheChicTiff","happy valentines day dear laker fans happy valentines day ps i hate the clippers kobesystem fans rt kobesystem fans thechictiff thank you happy valentine s day you i don t hate the clippers i just dislike the fact they have a food court proposal via youtube kobesystem fans i find the funniest stuff online lmao mdbrown i know it really is most people don t know its the same person mdbrown oh yeah that one is good too rt dollfaced rbel never have sex with somebody you can t see yourself having kids with it s about to be a fight theoffice kolorking i will never ever be with a basic chick again fool me once shame on me mdbrown this need to b ur motto scandal rt flyonadime drinking in the shower i ve never even seen the alcoholics on intervention do that scandal rt prettytrini dst oh wait what did he just take a sip while she scandalparty rt kidfury olivia is giving you a wrap bitch u been set up scandal seriously don t david stay losing wth scandal rt erinscandalous damn david maaaaajor demotion ouch scandal david was a lawyer a lawyer mdbrown kolorking u know mdbrown shut up","not anxious"
"152","thegoldenharp","laurapcd absolutely salt on the tongue rt laurapcd anyone else eat crakers with the salt side down so you get more saltiness goodness on your tongue rt occupywallstnyc why rich guys want to raise the retirement age i saw it ezraklein and it made me happyhear someone say these things things i say w o audience via occupywallstnyc right wingers are so anti working ppl they support walmart despite their use of public assistance as employee benefits boycottwalmart this is not about ppl who don t wanna work on thanksgiving that s the last straw educate urselves reporters and stop pretending u relate poverty sustaining jobs some ppl are so lucky boycottwalmart dear poor ppl walmart is not the only choice depending on your area it may not be the cheapest choice if at all possible boycottwalmart i know u don t have money neither do i fixed income low income long illness i buy fewer better quality gifts amp madeinusa boycottwalmart i know many don t have neither do i low fixed income amp long illness more alt ideas shoprite target fleamarkets cvs boycottwalmart rt katyekaty just read my daughter a story about thanksgiving it took everything i had to not end it with and then we killed them all rt iammaylynn today i m thankful for white wine looking just like water in my reusable water bottle rt browneyegirl according to the swerving of my car i probably shouldn t be focusing so much on this air drum solo rt browneyegirl my boyfriend asked for a dirty pic last night i was able to get my whole kitchen in the shot that should last him a rt sluttygrlprobs alcohol turning good friends into awkward hookups sluttygirlproblems rt rosibeluzhca if weed ever gets legalized i can t wait to see the commercials onlypartlysane well now that your teacher made the correction you got on your drivers ed test big fat congrats lt i want to thank hrclinton for cease fire i know it s tenuous don t know if it will last but thanku for a great job in a tough situation hrclinton im not a fan of unconditional support of israel i am thankful for wording in agreement which respects palestinians as well divatomboy danielbenmoshe my speakers are broken so i can t listen to this looks good","not anxious"
"153","TheTeamRebound","don t worry george karl there is still one guy who was fired more abruptly nerdnumbers it will be very interesting to see whether the new coach is an upgrade in your eyes nerdnumbers do you want to make a bet on whether nugs sans gallo win percentage better last year or this year nerdnumbers well that was the crux of my bet proposal you can complain about karl but many are worse nerdnumbers would you have termed karl a below average coach nerdnumbers arturogalletti hopefully nugs bring back enough of the cast to enable a comparison with the new coach this year dylantmurphy asik started getting credit for it from the refs his rookie year jeremy conlin dylantmurphy there was also talk of varejao doing that instead of taking the charge in jeremy conlin remember reading an article about how he had a new strategy to stop flopping and jump straight up markdeeksnba to early to say that need to see where howard signs and his form next year franfraschilla sad that exum won t be playing he was who i was most excited to see adidaseurocamp rt aminespn follow the hardest working man rt markdeeksnba new at shamsports the amount of cap room teams will actually have nerdnumbers neil paine imagining a circle forming around you two at sloan chanting fight as you both frantically enter spreadsheet data sherwoodstrauss i too just switched to directv and got charged by comcast when moving freedom rt christopheepcom rudy gobery will not be at the adidaseurocamp according to his twitter account went to hospital for food poisoning no rudy gobert due to food poisoning all eyes on bebe adidaseurocamp well pretty much everyone i wanted to see isn t here no gobert jean charles exum the main event today seeing giannis adetokunbo with the greek under team in jesolo giannis adetokuonbo and the greek under team take on croatia under rt theref the level of this competition here it s only slightly better than greece second division","not anxious"
"154","tiannachapman","omw to serra ni haoimrianne ed sheeran uh wtf are you doing thatgirlmaliyah meooow ugggh i can t sleep why can t i sleep i already know imma be dead tomorrow ugh i need more time i told you already drunk np what if haha avbadillo dude ft me avbadillo i ll ft you at there are so many things i wish i had time for i hate algebra two hopefully tomorrow goes good gotta start working on this valentines day stuff ni haoimrianne memories dude tomorrow feels like a friday ni haoimrianne en la sala","not anxious"
"155","tidiproducts","you wear them everyday do you know where they come from tidi facemasks are made in the usa go to infectioncontrol your ideal facemask doesn t stick to your face wicks away moisture comfortable contact us for a free sample go to free download facemasks helping you face infection control a comprehensive guide for safety and protection go to made in the usa contact tidi today for your free sample of our lightweight breathable comfortable facemask go to","not anxious"
"156","tinselkorey","in less then hrs i ve been to ontario canada michigan indianapolis minnesota and soon arizona koreysandiego sotired seizetheday kimk thank you rt wabkinew savour the moments you get to spend with your older relatives their wisdom and outlook inspires rt crystalshawanda thank you so much to tinsel korey for sharing your beautiful talent with us on the christmas tour make sure you luckster d sohappy omg the hobbit is opening today right yay buhahahah my precioussssss evil grin lol dorklife iharpon i can t have teachers yelling at me cause their prize students have left class big hug darlenedyani like carmen san diego silly goose p remember where is the world is carmen san diego sending love amp prayers to the families amp community of newtown connecticut its been a very introspective day i am thankful for all my blessings sending you all positive energy dear wolfgirlbc ers we re starting up again monday get ready its gonna be awesome giterdone troysmyangel yeah i needed the weekend as well to eat every bad thing that ayronhowey is gonna yell at me for angle face darlenedyani yay i hear ya that why i want to get started again jump start on the new year goodhealth rt sarah alisha tinselkorey is her th day of hunger strike plz spread word she needs prayers and also back h hope everyone has an amazing sunday shine your light bright never give up push stronger dream bigger visualize and make it happen seizetheday believeindreams nlauck thank you nice mtg you as well hope you have an amazing time with your family hugs some days i wish i could go back into the matrix life was so much simpler then theinnermonologueoftk random alert if one day we re able to teleport then does that mean we really exist theinnermonolgueoftk heyyitzmelissa very true i shall try to think of one soon","not anxious"
"157","titansfan4life","ipead don t become a cards fan lol why is hosiemixtapesongs trending again lol i hate this corona commercial bigjoeonthego i believe it lmao rt jemelehill what makes this even funnier is i believe javale mcgee would say this in real life wait u betta not be rt missjen in months my whole world may change hater lol rt hollieg hra i am not a hater but i strongly dislike chris paul and blake griffin shoutout to all the milfs out there happymothersday man mike wilbon is an awful awful studio host ijenntn dayum are u carrying a boat lol jk u look great jillie lol well it s true lebron don t wear socks what was black widow really gonna do wit that gun lol avengers ijenntn lmao i m teasing whoa whoa whoa rachel nichols has kids happy milf day to her rax onrax geez i was kiddin rax onrax my goodness it s a joke ijenntn lol is a fishing boat jillie jenpink yep happy milfs day ijenntn rax onrax lol i see","not anxious"
"158","tonyleys","customers beg state commissioner to curb wellmark s highway robbery insurer says rate hike is necessary wellmark ceo s pay hits million as customers face big premium hikes his pay jumped percent from to customers call wellmark a predatory parasite ask iowa insurance commissioner to reject premium increase wellmark v p there s not anything i m going to say today that s going to make this rate request feel any better iowa insurance commissioner says big wellmark rate hike might be justified there s a four letter word called math trial delayed for newton doc accused of prescribing pain pills to addicts rare prosecution could bring life in prison planned parenthood denies ankeny clinic has stopped abortions opponents say it has rejoice with us they say des moines hospitals swamped with flu patients ask people not to come to emergency rooms unless they really have an emergency what should you do if you suspect a kid is being molested hit or neglected new abuse prevention site offers answers old school d m grandma admits she popped unruly kids at wal mart but does that give state right to take them away bipartisan panel iowa should spend up to million helping counties switch to new mental health system that s times dhs plan polk checked out other counties for new mental health region but no pairings clicked so now it wants to stay single ultimate rabbit s foot iowa soldier reunited with helmet that slowed taliban ak bullet just enough to save him nd doctor from defunct pain treatment clinic stands accused of loosely prescribing drugs that led to overdose deaths branstad wants screening to cut down on medical malpractice suits records show such suits have dropped in years patient stunned that pain doctor is accused of deadly recklessness he treated me with the utmost respect and care lawyers group branstad plan to limit malpractice suits was designed by insurance companies to pad their profits state medicaid costs continue to climb though branstad declines to embrace expanding program to cover more people annahbackstrom do you ever read a single word i write yes get your dang shot if you can still find one ex insurance executive will run university of iowa health alliance which includes many top iowa hospitals and clinic","not anxious"
"159","ToughCookieMom","marleneanzaldua thanks for the rt marlene your artwork is getting more beautiful every single day how have you been cancer made me x stronger angelsoft giveaway good morning my students are taking an ela benchmark assessment looking forward to seeing their growth have a productive tuesday corp racism no worries kristan i want to give you a thorough response and really check out your site just bear w me it s a busy week marleneanzaldua i m doing great a lot of things going on at work this week so super busy still i feel good and positive cubanita bean thank you sweetheart you have a great day too getting to work early today has made my morning less hectic but it s making the start of the work day go by so slowly maybe i m used to rushing in the morning and scrambling to get a parking spot who knew this was such a thrilling routine for me taleofabaseball anytime jerry how is this week treating you i can t believe it s already time to change the clocks sunday it always amazes me how unavailable some parents suddenly become when the school is trying to contact them about their child s behavior the irony is that these are the very same parents who beat a path to the school whenever they have some kind of a complaint marleneanzaldua marlene i m telling you we ve been trying to contact one parent about her child for over a week it s just ridiculous marleneanzaldua lol if i sent any papers w the child they would never make it home thanks for your kind words they are appreciated rt mslatina big girl working out i m a big girl plus size to be exact and i work out rich smlatinas the internet is down in my school at just the right time since i have to complete my interim reports darn you technology purple sneakers yes it makes life much easier the minute it s not working we totally complain about not having access to it purple sneakers i m actually almost done w the reports i just had to input the grades but i guess i ll do it at home tonight gypsywoman xmasangel mi ugh i hope everything is okay with you lisa i know spine injuries are very painful feel better odd mama out lol the internet is down in my school so i m doing all my work on my phone oh to be without technology thejilljackson wow that is exciting congratulation","not anxious"
"160","tpt","awww we agree rt tamiswenson it s not officially christmas until the tpt broadcasts of st olaf and luther colleges annual concerts mn tpt wants to hear about your travel experiences esp the ones that had great meaning to you share your insight we re so excited about citypages coverage of the lowertownline premiere on dec st you gonna watch it s like reality tv without the bad aftertaste lulugrimm karyd i know literally marked my cal huge fan of pbs and tpt programming rt mediaengage storytelling and risk taking edzedomega tpt airmedia what s in a diploma amp rt ewinegar st john is a place that has special meaning me which place have you visited that is meaningful amp why get a last minute tax deduction and do something great for the community make a year end contribution to tpt wow thanks joy rt joymwilliams tpt saving the titanic was a great documentary your programming keeps getting better thank you glad u liked rt chuckumentary alan sparhawk playing when i go deaf w trampled by turtles on tpt mnoriginal right now sweet profbanks oh no we re looking into it can t have you toteless rt tptalmanac thisdayinmnhistory on jan the petrof grand piano was dedicated for tpt channel studio use still using it now thx for watching lowertownline rt psande a quiet evening with tbtduluth on tpt i m getting old but i sure am enjoying the ride thx for the mentions koko hogan greenlinetc andrjensn fjpearson chrisrstrib anthonyihrig psande joymwilliams you amused us thank you rt rependergast planning on becoming a tpt sustainer in the new year with a portion of my tax return big announcement on tptalmanac tonight tune in at on tpt for special show hint beautiful set isn t it rt samablack enjoyed seeing storyhillmusic on tpt thurs on mnoriginal cool cave this made our day rt gabrieldouglas strapping in for tpt mnoriginal lowertownline w dessadarling tbtduluth we hope we continue it too rt ztschwartz anyone get to see lowertownline hope they continue so i can attend taping what s the deal with downton now you know courtesy of nealjustin startribune rt farin oh my dear how awful for you cora gets wife of the century award masterpiecepbs downtonpb","not anxious"
